# Magic number=05072024, 05 July 2024, PCS
# Single electron capture cross sections, nl state-selective
# Fe^25+ + H -> Fe^24+ + H^+
# Method=MCLZ
# P. C. Stancil et al. 2024, to be submitted
# ----------------------------------------------------------------------------
# Energy		Cross sections (10^-16 cm^2)
# (eV/u)       	20k(3K)1      	20l(3L)1      	20m(3M)1      	20n(3N)1      	20o(3O)1      	20q(3Q)1      	20v(3V)1      	20r(3R)1      	20t(3T)1      	20u(3U)1      	20x(3X)1      	20y(3Y)1      	20w(3W)1      	20i(3I)1      	20h(3H)1      	20g(3G)1      	20f(3F)1      	20d(3D)1      	20p(3P)1      	20s(3S)1      	19k(3K)1      	19l(3L)1      	19i(3I)1      	19m(3M)1      	19u(3U)1      	19n(3N)1      	19h(3H)1      	19o(3O)1      	19q(3Q)1      	19r(3R)1      	19t(3T)1      	19w(3W)1      	19x(3X)1      	19v(3V)1      	19g(3G)1      	19f(3F)1      	19d(3D)1      	19p(3P)1      	19s(3S)1      	18t(3T)1      	18n(3N)1      	18r(3R)1      	18o(3O)1      	18l(3L)1      	18k(3K)1      	18q(3Q)1      	18m(3M)1      	18i(3I)1      	18h(3H)1      	18v(3V)1      	18w(3W)1      	18u(3U)1      	18g(3G)1      	18f(3F)1      	18d(3D)1      	18p(3P)1      	18s(3S)1      	17r(3R)1      	17q(3Q)1      	17o(3O)1      	17n(3N)1      	17m(3M)1      	17l(3L)1      	17k(3K)1      	17v(3V)1      	17u(3U)1      	17t(3T)1      	17i(3I)1      	17h(3H)1      	17g(3G)1      	17f(3F)1      	17d(3D)1      	17p(3P)1      	17s(3S)1      	16q(3Q)1      	16o(3O)1      	16n(3N)1      	16u(3U)1      	16r(3R)1      	16t(3T)1      	16m(3M)1      	16l(3L)1      	16k(3K)1      	16i(3I)1      	16h(3H)1      	16g(3G)1      	16f(3F)1      	16d(3D)1      	16p(3P)1      	16s(3S)1      	15o(3O)1      	15n(3N)1      	15q(3Q)1      	15m(3M)1      	15t(3T)1      	15r(3R)1      	15l(3L)1      	15k(3K)1      	15i(3I)1      	15h(3H)1      	15g(3G)1      	15f(3F)1      	15d(3D)1      	15p(3P)1      	15s(3S)1      	14o(3O)1      	14n(3N)1      	14m(3M)1      	14l(3L)1      	14r(3R)1      	14q(3Q)1      	14k(3K)1      	14i(3I)1      	14h(3H)1      	14g(3G)1      	14f(3F)1      	14d(3D)1      	14p(3P)1      	14s(3S)1      	13n(3N)1      	13m(3M)1      	13q(3Q)1      	13o(3O)1      	13l(3L)1      	13k(3K)1      	13i(3I)1      	13h(3H)1      	13g(3G)1      	13f(3F)1      	13d(3D)1      	13p(3P)1      	13s(3S)1      	12l(3L)1      	12o(3O)1      	12n(3N)1      	12m(3M)1      	12k(3K)1      	12i(3I)1      	12h(3H)1      	12g(3G)1      	12f(3F)1      	12d(3D)1      	12p(3P)1      	12s(3S)1      	11m(3M)1      	11k(3K)1      	11n(3N)1      	11l(3L)1      	11i(3I)1      	11h(3H)1      	11g(3G)1      	11f(3F)1      	11d(3D)1      	11p(3P)1      	11s(3S)1      	10l(3L)1      	10i(3I)1      	10m(3M)1      	10k(3K)1      	10h(3H)1      	10g(3G)1      	10f(3F)1      	10d(3D)1      	10p(3P)1      	10s(3S)1      	9i(3I)1       	9l(3L)1       	9k(3K)1       	9h(3H)1       	9g(3G)1       	9f(3F)1       	9d(3D)1       	9p(3P)1       	9s(3S)1       	8i(3I)1       	8k(3K)1       	8h(3H)1       	8g(3G)1       	8f(3F)1       	8d(3D)1       	8p(3P)1       	8s(3S)1       	7h(3H)1       	7i(3I)1       	7g(3G)1       	7f(3F)1       	7d(3D)1       	7p(3P)1       	7s(3S)1       	6h(3H)1       	6g(3G)1       	6f(3F)1       	6d(3D)1       	6p(3P)1       	6s(3S)1       	5p(3P)1       	5s(3S)1       	5g(3G)1       	5f(3F)1       	5d(3D)1       	4d(3D)1       	4p(3P)1       	4s(3S)1       	4f(3F)1       	3d(3D)1       	3p(3P)1       	3s(3S)1       	2p(3P)1       	2s(3S)1       	Total
1.000e-03	2.1702938e+03	8.0058398e+02	3.5203418e+02	1.3727684e+02	4.4893595e+01	1.2324141e+01	9.7062098e-03	2.8318472e+00	5.3715021e-01	8.2039958e-02	4.6430231e-05	1.2548711e-06	8.3448903e-04	1.4582864e+02	4.4488268e+00	3.4166295e-02	1.1368878e-04	4.5052338e-07	6.4350476e-09	1.0592621e-09	2.8519684e-10	1.2565785e-10	2.8337384e-11	5.6904726e-12	6.4271346e-16	2.0720379e-12	8.9671245e-13	1.9197512e-14	4.7488857e-15	9.6361577e-16	1.5688563e-16	1.0608447e-19	3.0309849e-21	1.8004033e-18	7.0809700e-15	2.1395411e-17	7.0606890e-20	8.4759516e-22	1.1171324e-22	9.7005134e-27	6.8315749e-24	7.0117430e-26	1.8266056e-24	3.4623240e-23	2.4307645e-23	1.1290809e-25	5.4757754e-24	4.8617853e-24	2.0228974e-25	8.7708601e-32	2.6578369e-33	1.4006753e-30	1.7091000e-27	4.8232449e-30	1.3417755e-32	1.3620355e-34	1.6098991e-35	4.3286767e-39	3.0013154e-38	1.5884084e-37	6.5390479e-37	2.0251978e-36	4.1363093e-36	4.0534751e-36	3.4347755e-43	1.0647794e-41	1.5937116e-40	1.1156160e-36	5.7923512e-38	5.4922806e-40	1.5072097e-42	3.6161139e-45	3.1288499e-47	3.4580243e-48	2.8176340e-51	1.8065454e-50	8.7183504e-50	7.6552423e-55	3.1001216e-52	2.2199102e-53	3.1455825e-49	7.6880530e-49	9.6511643e-49	3.6121332e-49	2.4721487e-50	2.7955016e-52	7.8852704e-55	1.6933954e-57	1.2687877e-59	1.3166143e-60	3.1655690e-63	1.8561744e-62	3.7988544e-64	7.9566003e-62	1.0504235e-66	2.8360886e-65	2.3485147e-61	3.8066090e-61	2.0116540e-61	1.9329362e-62	2.8073344e-64	8.7604488e-67	1.7804174e-69	1.1885498e-71	1.1681078e-72	1.0586318e-75	8.0072040e-75	4.2116763e-74	1.5233611e-73	3.1959138e-78	7.9892925e-77	3.2066091e-73	2.4710725e-73	3.5759078e-74	7.2834366e-76	2.7616103e-78	5.7436118e-81	3.5736305e-83	3.3761342e-84	9.2352577e-87	6.3027393e-86	3.6348798e-89	8.3583766e-88	2.8658271e-85	7.8923359e-85	9.0537346e-85	2.1246696e-85	6.7111456e-87	3.4660649e-89	8.1824665e-92	5.0639388e-94	4.7058069e-95	2.2474936e-96	1.7538052e-99	3.6804438e-98	3.6383964e-97	8.1879452e-96	1.4056844e-95	5.7375805e-96	3.1376476e-97	2.5186652e-99	7.6777257e-102	5.1549568e-104	4.8642730e-105	1.2040601e-107	5.3690870e-106	5.9550945e-109	9.9363453e-107	1.3619940e-105	1.0178309e-105	1.0797236e-106	1.5543283e-108	7.1031218e-111	5.7582714e-113	5.7520194e-114	4.1949093e-116	1.2453184e-114	2.1139712e-117	2.7278638e-115	1.6911685e-114	3.8725258e-115	1.1551733e-116	9.2752725e-119	1.0239792e-120	1.1303003e-121	1.4204058e-122	1.4466622e-124	2.1359084e-123	3.5417598e-122	1.8955506e-122	1.3417591e-123	2.2058316e-125	3.7477087e-127	4.8056934e-128	2.4889462e-129	1.9500069e-130	1.1348194e-128	1.4464526e-128	2.7290791e-129	1.0501027e-130	3.0683138e-132	4.7834002e-133	5.6756669e-134	5.3756933e-135	1.6491964e-133	8.9698952e-134	9.0148378e-135	4.9720086e-136	9.7441359e-137	3.0789389e-138	2.2468261e-137	3.5582013e-137	1.0199215e-137	1.2059384e-138	3.8574746e-139	6.5785489e-140	1.6750091e-140	1.2806724e-141	6.0799970e-141	4.5221241e-141	1.9025357e-141	9.3990590e-142	3.6106903e-142	6.9153538e-143	9.2103190e-143	1.8298839e-142	1.1438411e-142	4.5148685e-143	4.3492410e-143	3.6711799e+03
1.053e-03	2.1656558e+03	7.9874102e+02	3.5122243e+02	1.3696306e+02	4.4791459e+01	1.2296149e+01	9.6841773e-03	2.8254184e+00	5.3593093e-01	8.1853739e-02	4.6324842e-05	1.2520228e-06	8.3259487e-04	1.4535289e+02	4.4290421e+00	3.3962554e-02	1.1281783e-04	4.4636233e-07	6.3687699e-09	1.0480116e-09	2.8207423e-10	1.2427715e-10	2.8004548e-11	5.6243913e-12	6.3526670e-16	2.0480088e-12	8.8529834e-13	1.8957421e-14	4.6895040e-15	9.5156689e-16	1.5492398e-16	1.0475802e-19	2.9930865e-21	1.7778916e-18	6.9820513e-15	2.1066241e-17	6.9426472e-20	8.3265707e-22	1.0970840e-22	9.5275967e-27	6.7097272e-24	6.8867192e-26	1.7940317e-24	3.4001886e-23	2.3864487e-23	1.1085958e-25	5.3763013e-24	4.7707171e-24	1.9834974e-25	8.6016091e-32	2.6065488e-33	1.3736465e-30	1.6741088e-27	4.7188959e-30	1.3112543e-32	1.3300120e-34	1.5715888e-35	4.2261000e-39	2.9301925e-38	1.5507653e-37	6.3840445e-37	1.9771514e-36	4.0379242e-36	3.9563693e-36	3.3527056e-43	1.0393377e-41	1.5556317e-40	1.0884837e-36	5.6481568e-38	5.3512387e-40	1.4670907e-42	3.5165466e-45	3.0406996e-47	3.3597705e-48	2.7378052e-51	1.7553616e-50	8.4713142e-50	7.4383405e-55	3.0122834e-52	2.1570118e-53	3.0564172e-49	7.4698447e-49	9.3761864e-49	3.5082780e-49	2.4000016e-50	2.7122140e-52	7.6444509e-55	1.6404147e-57	1.2284202e-59	1.2744617e-60	3.0644291e-63	1.7968673e-62	3.6774786e-64	7.7023325e-62	1.0168583e-66	2.7454644e-65	2.2734154e-61	3.6846332e-61	1.9468362e-61	1.8700382e-62	2.7146793e-64	8.4661746e-67	1.7195404e-69	1.1473938e-71	1.1274662e-72	1.0218555e-75	7.7290344e-75	4.0653521e-74	1.4704194e-73	3.0848628e-78	7.7116821e-77	3.0950486e-73	2.3848176e-73	3.4502658e-74	7.0249936e-76	2.6623648e-78	5.5344479e-81	3.4422256e-83	3.2515317e-84	8.8948067e-87	6.0703869e-86	3.5008808e-89	8.0502469e-88	2.7601628e-85	7.6011829e-85	8.7191136e-85	2.0458021e-85	6.4603122e-87	3.3353208e-89	7.8707278e-92	4.8695657e-94	4.5246572e-95	2.1610479e-96	1.6863502e-99	3.5388863e-98	3.4984549e-97	7.8729281e-96	1.3515505e-95	5.5160108e-96	3.0159032e-97	2.4202882e-99	7.3755965e-102	4.9509308e-104	4.6713161e-105	1.1563297e-107	5.1562240e-106	5.7190119e-109	9.5424238e-107	1.3079708e-105	9.7739267e-106	1.0366877e-106	1.4920831e-108	6.8170929e-111	5.5253742e-113	5.5189665e-114	4.0250338e-116	1.1948763e-114	2.0283525e-117	2.6173782e-115	1.6226081e-114	3.7152017e-115	1.1080896e-116	8.8957043e-119	9.8193667e-121	1.0838299e-121	1.3620265e-122	1.3872060e-124	2.0481242e-123	3.3961371e-122	1.8175150e-122	1.2863998e-123	2.1145649e-125	3.5922724e-127	4.6061772e-128	2.3856416e-129	1.8690720e-130	1.0877117e-128	1.3863708e-128	2.6155610e-129	1.0063395e-130	2.9402243e-132	4.5835696e-133	5.3959748e-134	5.1107836e-135	1.5679257e-133	8.5278722e-134	8.5706071e-135	4.7270030e-136	9.2639772e-137	2.9272189e-138	2.1361099e-137	3.3828656e-137	9.6966374e-138	1.1465149e-138	3.6673951e-139	6.3087389e-140	1.6062904e-140	1.2281362e-141	5.8305538e-141	4.3365172e-141	1.8087882e-141	8.9359206e-142	3.4327738e-142	6.5746002e-143	8.8425585e-143	1.7568097e-142	1.0981620e-142	4.3345570e-143	4.1755436e-143	3.6629397e+03
1.108e-03	2.0573428e+03	7.5879463e+02	3.3365722e+02	1.3011328e+02	4.2551346e+01	1.1681193e+01	9.1998510e-03	2.6841132e+00	5.0912788e-01	7.7760059e-02	4.4008038e-05	1.1894065e-06	7.9095502e-04	1.3808550e+02	4.2076723e+00	3.2265804e-02	1.0718437e-04	4.2408440e-07	6.0510112e-09	9.9572828e-10	2.6800351e-10	1.1807790e-10	2.6607941e-11	5.3438872e-12	6.0358392e-16	1.9458683e-12	8.4116156e-13	1.8012227e-14	4.4556908e-15	9.0412287e-16	1.4719965e-16	9.9534908e-20	2.8438547e-21	1.6892480e-18	6.6340985e-15	2.0016891e-17	6.5969784e-20	7.9121294e-22	1.0424848e-22	9.0534123e-27	6.3757882e-24	6.5439708e-26	1.7047437e-24	3.2309696e-23	2.2676926e-23	1.0534274e-25	5.1087561e-24	4.5333543e-24	1.8848360e-25	8.1737282e-32	2.4768878e-33	1.3053155e-30	1.5908665e-27	4.4843571e-30	1.2461099e-32	1.2639555e-34	1.4935430e-35	4.0162226e-39	2.7846726e-38	1.4737509e-37	6.0669996e-37	1.8789627e-36	3.8373986e-36	3.7599065e-36	3.1862152e-43	9.8772574e-42	1.4783813e-40	1.0344400e-36	5.3677857e-38	5.0856893e-40	1.3943158e-42	3.3421763e-45	2.8899665e-47	3.1932380e-48	2.6020971e-51	1.6683515e-50	8.0514069e-50	7.0696356e-55	2.8629701e-52	2.0500926e-53	2.9049170e-49	7.0995857e-49	8.9114566e-49	3.3344095e-49	2.2810806e-50	2.5778585e-52	7.2658931e-55	1.5592085e-57	1.1676245e-59	1.2113936e-60	2.9127781e-63	1.7079449e-62	3.4954894e-64	7.3211644e-62	9.6653660e-67	2.6095984e-65	2.1609111e-61	3.5022975e-61	1.8505040e-61	1.7775197e-62	2.5804024e-64	8.0475291e-67	1.6345362e-69	1.0906859e-71	1.0717481e-72	9.7135531e-76	7.3470650e-75	3.8644424e-74	1.3977516e-73	2.9324093e-78	7.3305717e-77	2.9420949e-73	2.2669693e-73	3.2797865e-74	6.6779459e-76	2.5308697e-78	5.2611693e-81	3.2722891e-83	3.0910216e-84	8.4557104e-87	5.7707195e-86	3.3280582e-89	7.6528427e-88	2.6239064e-85	7.2259519e-85	8.2887111e-85	1.9448233e-85	6.1414799e-87	3.1707448e-89	7.4824397e-92	4.6293730e-94	4.3014914e-95	2.0544587e-96	1.6031745e-99	3.3643381e-98	3.3259009e-97	7.4846145e-96	1.2848897e-95	5.2439668e-96	2.8671764e-97	2.3009501e-99	7.0119832e-102	4.7068835e-104	4.4410636e-105	1.0993327e-107	4.9020675e-106	5.4371147e-109	9.0720659e-107	1.2434999e-105	9.2921785e-106	9.8559368e-107	1.4185517e-108	6.4811789e-111	5.2531362e-113	5.2470548e-114	3.8267242e-116	1.1360062e-114	1.9284178e-117	2.4884229e-115	1.5426655e-114	3.5321688e-115	1.0535020e-116	8.4575130e-119	9.3357099e-121	1.0304469e-121	1.2949409e-122	1.3188802e-124	1.9472453e-123	3.2288641e-122	1.7279974e-122	1.2230436e-123	2.0104263e-125	3.4153672e-127	4.3793456e-128	2.2681601e-129	1.7770290e-130	1.0341471e-128	1.3180994e-128	2.4867615e-129	9.5678532e-131	2.7954457e-132	4.3578742e-133	5.1708022e-134	4.8975160e-135	1.5024808e-133	8.1716385e-134	8.2121512e-135	4.5290745e-136	8.8758901e-137	2.8046073e-138	2.0466289e-137	3.2411096e-137	9.2900201e-138	1.0984004e-138	3.5134566e-139	5.9981203e-140	1.5272030e-140	1.1676675e-141	5.5434802e-141	4.1230049e-141	1.7346118e-141	8.5693438e-142	3.2919314e-142	6.3048570e-143	8.4071878e-143	1.6703118e-142	1.0440931e-142	4.1211417e-143	3.9699575e-143	3.4797470e+03
1.166e-03	2.0504933e+03	7.5614022e+02	3.3248870e+02	1.2966028e+02	4.2403665e+01	1.1640697e+01	9.1679698e-03	2.6748111e+00	5.0736356e-01	7.7490596e-02	4.3855536e-05	1.1852848e-06	7.8821412e-04	1.3746680e+02	4.1837244e+00	3.2032225e-02	1.0622295e-04	4.1960051e-07	5.9804924e-09	9.8379873e-10	2.6470341e-10	1.1661927e-10	2.6258797e-11	5.2744856e-12	5.9576114e-16	1.9206283e-12	8.2928557e-13	1.7761979e-14	4.3937961e-15	8.9156404e-16	1.4515497e-16	9.8152318e-20	2.8043521e-21	1.6657835e-18	6.5321020e-15	1.9680507e-17	6.4772457e-20	7.7613087e-22	1.0222750e-22	8.8790012e-27	6.2528938e-24	6.4178697e-26	1.6718895e-24	3.1683338e-23	2.2230808e-23	1.0327969e-25	5.0085868e-24	4.4418917e-24	1.8453977e-25	8.0041773e-32	2.4255088e-33	1.2782388e-30	1.5559897e-27	4.3808355e-30	1.2159593e-32	1.2324097e-34	1.4558430e-35	3.9152437e-39	2.7146576e-38	1.4366944e-37	5.9144145e-37	1.8316694e-36	3.7405769e-36	3.6644019e-36	3.1054805e-43	9.6269802e-42	1.4409210e-40	1.0077895e-36	5.2264356e-38	4.9478008e-40	1.3552165e-42	3.2454292e-45	2.8044885e-47	3.0980354e-48	2.5247274e-51	1.6187445e-50	7.8119828e-50	6.8594164e-55	2.7778382e-52	1.9891321e-53	2.8185023e-49	6.8881332e-49	8.6450842e-49	3.2338872e-49	2.2113437e-50	2.4975062e-52	7.0340963e-55	1.5083293e-57	1.1289206e-59	1.1710027e-60	2.8158459e-63	1.6511054e-62	3.3791634e-64	7.0774799e-62	9.3436819e-67	2.5227454e-65	2.0889421e-61	3.3854293e-61	1.7884338e-61	1.7173461e-62	2.4918848e-64	7.7668926e-67	1.5765854e-69	1.0515594e-71	1.0331299e-72	9.3640442e-76	7.0827027e-75	3.7253823e-74	1.3474398e-73	2.8268729e-78	7.0667470e-77	2.8360881e-73	2.1850366e-73	3.1605231e-74	6.4328805e-76	2.4368902e-78	5.0633903e-81	3.1481700e-83	2.9733763e-84	8.1342271e-87	5.5513129e-86	3.2015249e-89	7.3618804e-88	2.5241309e-85	6.9510420e-85	7.9728243e-85	1.8704076e-85	5.9049894e-87	3.0476068e-89	7.1891757e-92	4.4466797e-94	4.1312854e-95	1.9732274e-96	1.5397883e-99	3.2313190e-98	3.1944005e-97	7.1886086e-96	1.2340286e-95	5.0358612e-96	2.7528950e-97	2.2086776e-99	6.7288598e-102	4.5158279e-104	4.2604243e-105	1.0546454e-107	4.7027789e-106	5.2160857e-109	8.7032633e-107	1.1929247e-105	8.9136833e-106	9.4532911e-107	1.3603492e-108	6.2139149e-111	5.0356410e-113	5.0294636e-114	3.6681083e-116	1.0889089e-114	1.8484754e-117	2.3852627e-115	1.4786584e-114	3.3853332e-115	1.0095760e-116	8.1035862e-119	8.9438567e-121	9.8714236e-122	1.2405365e-122	1.2634720e-124	1.8654378e-123	3.0931633e-122	1.6552908e-122	1.1714800e-123	1.9254492e-125	3.2706894e-127	4.1936641e-128	2.1720153e-129	1.7017034e-130	9.9030515e-129	1.2621875e-128	2.3811420e-129	9.1607771e-131	2.6763268e-132	4.1720568e-133	4.9164026e-134	4.6565617e-135	1.4285601e-133	7.7696059e-134	7.8081325e-135	4.3062583e-136	8.4392272e-137	2.6666302e-138	1.9459419e-137	3.0816589e-137	8.8329890e-138	1.0443641e-138	3.3406108e-139	5.7464187e-140	1.4630990e-140	1.1186587e-141	5.3107886e-141	3.9498724e-141	1.6492780e-141	8.1477782e-142	3.1299863e-142	5.9946923e-143	8.0625792e-143	1.6018389e-142	1.0012905e-142	3.9521859e-143	3.8071994e-143	3.4677791e+03
1.228e-03	2.0413387e+03	7.5263362e+02	3.3094542e+02	1.2906118e+02	4.2208212e+01	1.1587088e+01	9.1257608e-03	2.6624957e+00	5.0502770e-01	7.7133839e-02	4.3653631e-05	1.1798279e-06	7.8458529e-04	1.3669112e+02	4.1549384e+00	3.1761206e-02	1.0513679e-04	4.1462517e-07	5.9030080e-09	9.7072597e-10	2.6109655e-10	1.1502553e-10	2.5879461e-11	5.1990102e-12	5.8725214e-16	1.8931761e-12	8.1646782e-13	1.7491497e-14	4.3268959e-15	8.7798951e-16	1.4294492e-16	9.6657912e-20	2.7616548e-21	1.6404213e-18	6.4228349e-15	1.9322852e-17	6.3507505e-20	7.6026073e-22	1.0010383e-22	8.6956346e-27	6.1236948e-24	6.2852966e-26	1.6373494e-24	3.1025156e-23	2.1762581e-23	1.0111360e-25	4.9034248e-24	4.3460928e-24	1.8042113e-25	7.8269869e-32	2.3718147e-33	1.2499421e-30	1.5197045e-27	4.2735842e-30	1.1848423e-32	1.1999358e-34	1.4170702e-35	3.8113575e-39	2.6426268e-38	1.3985712e-37	5.7574401e-37	1.7830187e-36	3.6409965e-36	3.5662309e-36	3.0224749e-43	9.3696632e-42	1.4024070e-40	9.8042733e-37	5.0815769e-38	4.8068386e-40	1.3153609e-42	3.1470841e-45	2.7177641e-47	3.0015132e-48	2.4462664e-51	1.5684378e-50	7.5691840e-50	6.6462333e-55	2.6915060e-52	1.9273120e-53	2.7308723e-49	6.6737304e-49	8.3750820e-49	3.1320733e-49	2.1408003e-50	2.4163689e-52	6.8005407e-55	1.4571739e-57	1.0900654e-59	1.1304773e-60	2.7185723e-63	1.5940659e-62	3.2624279e-64	6.8329420e-62	9.0208688e-67	2.4355875e-65	2.0167253e-61	3.2681806e-61	1.7261932e-61	1.6570621e-62	2.4033220e-64	7.4865803e-67	1.5188004e-69	1.0125929e-71	9.9468774e-73	9.0160758e-76	6.8195059e-75	3.5869363e-74	1.2973516e-73	2.7218042e-78	6.8040914e-77	2.7305639e-73	2.1035037e-73	3.0419189e-74	6.1894107e-76	2.3436431e-78	4.8674213e-81	3.0253112e-83	2.8569711e-84	7.8160938e-87	5.3341932e-86	3.0763104e-89	7.0739505e-88	2.4253967e-85	6.6790173e-85	7.6603143e-85	1.7968213e-85	5.6713065e-87	2.9260518e-89	6.8999974e-92	4.2666807e-94	3.9636438e-95	1.8760506e-96	1.4639572e-99	3.0721839e-98	3.0370836e-97	6.8345883e-96	1.1732572e-95	4.7878786e-96	2.6173478e-97	2.0999432e-99	6.3976533e-102	4.2935823e-104	4.0507602e-105	1.0027434e-107	4.4713430e-106	4.9593884e-109	8.2749529e-107	1.1342185e-105	8.4750386e-106	8.9881261e-107	1.2934182e-108	5.9082219e-111	4.7879395e-113	4.7820767e-114	3.4876812e-116	1.0353479e-114	1.7575528e-117	2.2679367e-115	1.4059279e-114	3.2188269e-115	9.5992393e-117	7.7050791e-119	8.5040612e-121	9.3860321e-122	1.1795373e-122	1.2013450e-124	1.7737112e-123	2.9410685e-122	1.5739001e-122	1.1138808e-123	1.8307845e-125	3.1098940e-127	3.9874973e-128	2.0652353e-129	1.6180448e-130	9.4162019e-129	1.2001371e-128	2.2640856e-129	8.7104505e-131	2.5447677e-132	3.9669753e-133	4.7070147e-134	4.4582438e-135	1.3677050e-133	7.4383910e-134	7.4749069e-135	4.1222901e-136	8.0785365e-137	2.5526722e-138	1.8627770e-137	2.9499151e-137	8.4551279e-138	9.9965693e-139	3.1975781e-139	5.4639726e-140	1.3911854e-140	1.0636748e-141	5.0497553e-141	3.7557310e-141	1.5800876e-141	7.8058571e-142	2.9986194e-142	5.7430962e-143	7.6662935e-143	1.5231066e-142	9.5207582e-143	3.7579313e-143	3.6200711e-143	3.4519068e+03
1.292e-03	1.9392443e+03	7.1499381e+02	3.1439460e+02	1.2260669e+02	4.0097327e+01	1.1007602e+01	8.6693695e-03	2.5293408e+00	4.7977059e-01	7.3276274e-02	4.1470455e-05	1.1208231e-06	7.4534714e-04	1.2985723e+02	3.9472935e+00	3.0174743e-02	9.9888342e-05	3.9393871e-07	5.6086106e-09	9.2231934e-10	2.4807815e-10	1.0929038e-10	2.4589470e-11	4.9398473e-12	5.5797821e-16	1.7988036e-12	7.7578481e-13	1.6619857e-14	4.1112771e-15	8.3423734e-16	1.3582166e-16	9.1841233e-20	2.6240354e-21	1.5586755e-18	6.1029471e-15	1.8361010e-17	6.0347950e-20	7.2245114e-22	9.5126100e-23	8.2632182e-27	5.8191770e-24	5.9727421e-26	1.5559276e-24	2.9482411e-23	2.0680547e-23	9.6086063e-26	4.6596204e-24	4.1300488e-24	1.7145514e-25	7.4379976e-32	2.2539391e-33	1.1878219e-30	1.4442146e-27	4.0614043e-30	1.1260450e-32	1.1404104e-34	1.3467826e-35	3.6223039e-39	2.5115454e-38	1.3291984e-37	5.4718565e-37	1.6945773e-36	3.4604003e-36	3.3893565e-36	2.8725651e-43	8.9049430e-42	1.3328499e-40	9.3180897e-37	4.8296523e-38	4.5686212e-40	1.2502035e-42	2.9912613e-45	2.5832421e-47	2.8529649e-48	2.3251933e-51	1.4908111e-50	7.1945629e-50	6.3172915e-55	2.5582954e-52	1.8319236e-53	2.5957142e-49	6.3434356e-49	7.9606062e-49	2.9770893e-49	2.0348902e-50	2.2968629e-52	6.4643390e-55	1.3851640e-57	1.0362131e-59	1.0746348e-60	2.5842778e-63	1.5153208e-62	3.1012676e-64	6.4954034e-62	8.5752487e-67	2.3152724e-65	1.9171027e-61	3.1067440e-61	1.6409334e-61	1.5752310e-62	2.2846685e-64	7.1170861e-67	1.4438676e-69	9.6264793e-72	9.4563087e-73	8.5714005e-76	6.4831661e-75	3.4100280e-74	1.2333663e-73	2.5875647e-78	6.4685134e-77	2.5958956e-73	1.9997681e-73	2.8919246e-74	5.8842787e-76	2.2281353e-78	4.6275990e-81	2.8762850e-83	2.7162498e-84	7.4310994e-87	5.0714491e-86	2.9247818e-89	6.7255117e-88	2.3059304e-85	6.3500367e-85	7.2830144e-85	1.7083295e-85	5.3920432e-87	2.7819997e-89	6.5603865e-92	4.0567184e-94	3.7686083e-95	1.8000533e-96	1.4046551e-99	2.9477354e-98	2.9140560e-97	6.5576634e-96	1.1256799e-95	4.5932689e-96	2.5105347e-97	2.0137653e-99	6.1334556e-102	4.1154166e-104	3.8823523e-105	9.6107876e-108	4.2855367e-106	4.7533110e-109	7.9310989e-107	1.0870674e-105	8.1222360e-106	8.6129539e-107	1.2392171e-108	5.6594951e-111	4.5856362e-113	4.5797267e-114	3.3401664e-116	9.9154809e-115	1.6832067e-117	2.1719984e-115	1.3464084e-114	3.0823206e-115	9.1910411e-117	7.3763411e-119	8.1402436e-121	8.9840360e-122	1.1290317e-122	1.1499073e-124	1.6977661e-123	2.8150985e-122	1.5064177e-122	1.0660352e-123	1.7519622e-125	2.9757357e-127	3.8153382e-128	1.9760893e-129	1.5482024e-130	9.0097038e-129	1.1483003e-128	2.1661813e-129	8.3332006e-131	2.4344002e-132	3.7948251e-133	4.4758499e-134	4.2392962e-135	1.3005363e-133	7.0730923e-134	7.1078220e-135	3.9198524e-136	7.6818183e-137	2.4273163e-138	1.7713004e-137	2.8050523e-137	8.0399218e-138	9.5056725e-139	3.0405565e-139	5.2301247e-140	1.3316307e-140	1.0181435e-141	4.8335777e-141	3.5948941e-141	1.5024963e-141	7.4225461e-142	2.8513707e-142	5.4610785e-143	7.3448703e-143	1.4592415e-142	9.1215364e-143	3.6003469e-143	3.4682673e-143	3.2792710e+03
