# Magic number=05072024, 05 July 2024, PCS
# Single electron capture cross sections, nl state-selective
# Fe^25+ + H -> Fe^24+ + H^+
# Method=MCLZ
# P. C. Stancil et al. 2024, to be submitted
# ----------------------------------------------------------------------------
# Energy		Cross sections (10^-16 cm^2)
# (eV/u)       	20p(1P)1      	20d(1D)1      	20f(1F)1      	20k(1K)1      	20l(1L)1      	20m(1M)1      	20n(1N)1      	20o(1O)1      	20q(1Q)1      	20v(1V)1      	20r(1R)1      	20t(1T)1      	20u(1U)1      	20x(1X)1      	20y(1Y)1      	20w(1W)1      	20g(1G)1      	20i(1I)1      	20h(1H)1      	20s(1S)1      	19p(1P)1      	19d(1D)1      	19f(1F)1      	19g(1G)1      	19k(1K)1      	19l(1L)1      	19i(1I)1      	19m(1M)1      	19u(1U)1      	19n(1N)1      	19h(1H)1      	19o(1O)1      	19q(1Q)1      	19r(1R)1      	19t(1T)1      	19w(1W)1      	19x(1X)1      	19v(1V)1      	19s(1S)1      	18p(1P)1      	18d(1D)1      	18f(1F)1      	18t(1T)1      	18g(1G)1      	18n(1N)1      	18r(1R)1      	18o(1O)1      	18l(1L)1      	18k(1K)1      	18q(1Q)1      	18m(1M)1      	18i(1I)1      	18h(1H)1      	18v(1V)1      	18w(1W)1      	18u(1U)1      	18s(1S)1      	17p(1P)1      	17d(1D)1      	17f(1F)1      	17r(1R)1      	17q(1Q)1      	17g(1G)1      	17o(1O)1      	17n(1N)1      	17m(1M)1      	17l(1L)1      	17k(1K)1      	17v(1V)1      	17u(1U)1      	17t(1T)1      	17i(1I)1      	17h(1H)1      	17s(1S)1      	16p(1P)1      	16d(1D)1      	16f(1F)1      	16q(1Q)1      	16o(1O)1      	16g(1G)1      	16n(1N)1      	16u(1U)1      	16r(1R)1      	16t(1T)1      	16m(1M)1      	16l(1L)1      	16k(1K)1      	16i(1I)1      	16h(1H)1      	16s(1S)1      	15p(1P)1      	15d(1D)1      	15f(1F)1      	15o(1O)1      	15g(1G)1      	15n(1N)1      	15q(1Q)1      	15m(1M)1      	15t(1T)1      	15r(1R)1      	15l(1L)1      	15k(1K)1      	15i(1I)1      	15h(1H)1      	15s(1S)1      	14p(1P)1      	14d(1D)1      	14f(1F)1      	14o(1O)1      	14n(1N)1      	14g(1G)1      	14m(1M)1      	14l(1L)1      	14r(1R)1      	14q(1Q)1      	14k(1K)1      	14i(1I)1      	14h(1H)1      	14s(1S)1      	13p(1P)1      	13d(1D)1      	13f(1F)1      	13n(1N)1      	13m(1M)1      	13g(1G)1      	13q(1Q)1      	13o(1O)1      	13l(1L)1      	13k(1K)1      	13i(1I)1      	13h(1H)1      	13s(1S)1      	12p(1P)1      	12d(1D)1      	12f(1F)1      	12l(1L)1      	12g(1G)1      	12o(1O)1      	12n(1N)1      	12m(1M)1      	12k(1K)1      	12i(1I)1      	12h(1H)1      	12s(1S)1      	11p(1P)1      	11d(1D)1      	11f(1F)1      	11m(1M)1      	11k(1K)1      	11g(1G)1      	11n(1N)1      	11l(1L)1      	11i(1I)1      	11h(1H)1      	11s(1S)1      	10p(1P)1      	10d(1D)1      	10f(1F)1      	10l(1L)1      	10i(1I)1      	10g(1G)1      	10m(1M)1      	10k(1K)1      	10h(1H)1      	10s(1S)1      	9p(1P)1       	9d(1D)1       	9f(1F)1       	9i(1I)1       	9g(1G)1       	9l(1L)1       	9k(1K)1       	9h(1H)1       	9s(1S)1       	8p(1P)1       	8d(1D)1       	8f(1F)1       	8i(1I)1       	8g(1G)1       	8k(1K)1       	8h(1H)1       	8s(1S)1       	7p(1P)1       	7d(1D)1       	7f(1F)1       	7h(1H)1       	7g(1G)1       	7i(1I)1       	7s(1S)1       	6p(1P)1       	6d(1D)1       	6f(1F)1       	6g(1G)1       	6h(1H)1       	6s(1S)1       	5p(1P)1       	5s(1S)1       	5d(1D)1       	5f(1F)1       	5g(1G)1       	4d(1D)1       	4p(1P)1       	4s(1S)1       	4f(1F)1       	3d(1D)1       	3p(1P)1       	3s(1S)1       	2p(1P)1       	2s(1S)1       	1s(1S)1       	Total
1.000e-03	9.1677206e+01	3.7335385e-01	9.5992960e-04	1.7111529e-04	6.5407765e-05	2.9453804e-05	1.1591762e-05	3.8018167e-06	1.0444833e-06	8.2261080e-10	2.4004469e-07	4.5533669e-08	6.9544783e-09	3.9358630e-12	1.0637468e-13	7.0739140e-11	8.5872176e-07	8.4859811e-08	2.1536400e-09	4.6199956e-10	8.6702309e-12	2.9255892e-14	8.7615770e-17	5.0864618e-19	1.0693623e-19	4.7117858e-20	1.0632326e-20	2.1347470e-21	2.4110402e-25	7.7729196e-22	2.8459282e-22	6.0669279e-24	1.4992934e-24	3.0416694e-25	4.9519601e-26	3.3484650e-29	9.5670433e-31	5.6828160e-28	5.7177433e-23	8.7837539e-25	2.4877713e-27	6.9445488e-30	4.7822203e-34	3.6603923e-32	1.7847003e-33	1.8317576e-35	4.7718623e-34	9.0461206e-33	6.3528259e-33	2.9505883e-35	1.4309992e-33	1.2710581e-33	4.5016113e-35	1.9514262e-41	5.9134138e-43	3.1163549e-40	8.5606745e-36	1.0860550e-37	2.6433245e-40	7.1450640e-43	1.5531402e-46	1.0778576e-45	4.0441527e-45	3.2494345e-47	1.3377129e-46	4.1431027e-46	8.4625519e-46	8.2946405e-46	7.0280907e-53	2.1787060e-51	3.2609844e-50	2.2832406e-46	1.0206095e-47	1.8288566e-48	1.9524750e-50	4.2408939e-53	1.1701591e-55	7.8453557e-59	5.0429022e-58	7.8627932e-58	1.6484794e-59	1.4474627e-64	5.8617483e-62	4.1974336e-63	5.9477932e-59	1.4537492e-58	1.8251726e-58	6.8305783e-59	4.0697397e-60	6.9156557e-61	6.4179335e-63	1.3158560e-65	4.0050672e-68	8.0514113e-71	3.4127763e-70	4.0654816e-72	8.3204252e-74	1.7427026e-71	2.3006925e-76	6.2117499e-75	5.1439626e-71	8.3380441e-71	4.4046517e-71	3.7247686e-72	6.0844934e-73	5.1603858e-75	1.0801431e-77	3.9382889e-80	3.0203300e-83	2.2919578e-82	4.6134041e-82	1.4335483e-83	5.1851308e-83	1.0877997e-87	2.7193318e-86	1.0914118e-82	8.4032490e-83	1.0821183e-83	1.7409361e-84	1.4491212e-86	3.4335394e-89	1.6572225e-91	3.8774159e-94	2.6691608e-93	2.9082208e-93	2.7653621e-98	6.3589273e-97	2.1802152e-94	6.0032122e-94	6.8751226e-94	1.4538472e-94	2.3963209e-95	2.1518429e-97	6.5563574e-100	4.6631333e-102	1.9564906e-103	1.3334275e-103	4.5474266e-108	9.5429813e-107	9.4338532e-106	2.1222206e-104	3.6331817e-104	1.3591954e-104	2.4388298e-105	2.6544381e-107	1.2026488e-109	1.3743873e-111	2.9417202e-114	1.3701689e-112	6.8610937e-113	8.2560972e-117	1.3774266e-114	1.8812170e-113	1.3229535e-113	2.8252722e-114	4.2510736e-116	3.3220288e-118	6.5695432e-120	4.1628081e-122	1.3190776e-120	5.7219658e-121	2.4102050e-124	3.1087109e-122	1.8851270e-121	5.4327744e-122	1.2910835e-123	1.9770855e-125	8.1937336e-127	9.2636710e-128	1.3067049e-127	1.9509873e-130	2.8814448e-129	4.8604636e-128	2.2396262e-128	9.4344488e-130	3.0577510e-131	2.5924956e-132	1.2275918e-133	6.9205416e-133	3.8545194e-135	2.3122296e-133	2.1294863e-133	1.7120519e-134	1.1791870e-135	1.9486483e-136	2.3249578e-137	6.6104999e-137	1.5389743e-138	4.0448986e-137	6.2565059e-138	8.8198811e-139	2.6284944e-139	7.8715874e-140	9.4761304e-141	1.1784543e-139	2.0109078e-140	5.5699067e-141	1.8554927e-141	6.4217382e-142	1.0282062e-142	5.6655181e-142	2.7778095e-142	1.0586775e-142	2.0086215e-143	2.6765435e-143	5.3014085e-143	3.2973011e-143	1.3052750e-143	1.2604490e-143	2.5821011e-144	9.2051804e+01
1.053e-03	9.1385649e+01	3.7152087e-01	9.5363860e-04	1.6994122e-04	6.4947709e-05	2.9246299e-05	1.1510281e-05	3.7751273e-06	1.0371543e-06	8.1683965e-10	2.3836056e-07	4.5214219e-08	6.9056881e-09	3.9082504e-12	1.0562839e-13	7.0242861e-11	8.5127521e-07	8.4071341e-08	2.1314428e-09	4.5706708e-10	8.5671293e-12	2.8865305e-14	8.6321135e-17	5.0056767e-19	1.0521686e-19	4.6358638e-20	1.0453788e-20	2.0991545e-21	2.3708976e-25	7.6434323e-22	2.7957592e-22	5.9611883e-24	1.4731653e-24	2.9886638e-25	4.8656654e-26	3.2901134e-29	9.4003246e-31	5.5837853e-28	5.6150816e-23	8.6171045e-25	2.4375571e-27	6.7963109e-30	4.6810578e-34	3.5789174e-32	1.7452849e-33	1.7913117e-35	4.6664875e-34	8.8454469e-33	6.2102845e-33	2.8846162e-35	1.3989742e-33	1.2419728e-33	4.3957749e-35	1.9058595e-41	5.7753329e-43	3.0435865e-40	8.3569692e-36	1.0592986e-37	2.5755808e-40	6.9552946e-43	1.5121276e-46	1.0493953e-45	3.9338284e-45	3.1612576e-47	1.3014059e-46	4.0305806e-46	8.2322565e-46	8.0676588e-46	6.8361571e-53	2.1192066e-51	3.1719286e-50	2.2200222e-46	9.9186002e-48	1.7768916e-48	1.8956567e-50	4.1140831e-53	1.1343086e-55	7.6059493e-59	4.8890135e-58	7.6175598e-58	1.5972493e-59	1.4024815e-64	5.6795891e-62	4.0669946e-63	5.7628944e-59	1.4085094e-58	1.7681978e-58	6.6157794e-59	3.9402862e-60	6.6942316e-61	6.2088823e-63	1.2721534e-65	3.8697616e-68	7.7801801e-71	3.2960630e-70	3.9268079e-72	8.0366199e-74	1.6832503e-71	2.2222103e-76	5.9998519e-75	4.9683822e-71	8.0529506e-71	4.2533518e-71	3.5958239e-72	5.8727810e-73	4.9785338e-75	1.0415346e-77	3.7957968e-80	2.9112808e-83	2.2092061e-82	4.4450728e-82	1.3813393e-83	4.9962413e-83	1.0481775e-87	2.6202823e-86	1.0516160e-82	8.0959803e-83	1.0423393e-83	1.6766781e-84	1.3951231e-86	3.3042512e-89	1.5942755e-91	3.7303725e-94	2.5679371e-93	2.7971158e-93	2.6598666e-98	6.1163410e-97	2.0970311e-94	5.7740562e-94	6.6122584e-94	1.3980600e-94	2.3040665e-95	2.0684055e-97	6.3001704e-100	4.4797950e-102	1.8796602e-103	1.2807970e-103	4.3681312e-108	9.1667213e-107	9.0618930e-106	2.0385242e-104	3.4897728e-104	1.3054177e-104	2.3420767e-105	2.5485642e-107	1.1544109e-109	1.3190226e-111	2.8233302e-114	1.3150230e-112	6.5840065e-113	7.9229336e-117	1.3218415e-114	1.8052669e-113	1.2694635e-113	2.7107903e-114	4.0781292e-116	3.1863412e-118	6.3004236e-120	3.9924034e-122	1.2650729e-120	5.4871926e-121	2.3113684e-124	2.9812265e-122	1.8077529e-121	5.2093949e-122	1.2378441e-123	1.8953361e-125	7.8543163e-127	8.8801235e-128	1.2525272e-127	1.8701259e-130	2.7620184e-129	4.6589370e-128	2.1466366e-128	9.0419343e-130	2.9303123e-131	2.4843308e-132	1.1763927e-133	6.6316863e-133	3.6936694e-135	2.2157279e-133	2.0405186e-133	1.6276856e-134	1.1210799e-135	1.8526250e-136	2.2103909e-137	6.2847556e-137	1.4631385e-138	3.8455806e-137	5.9482108e-138	8.3852760e-139	2.4989740e-139	7.4837108e-140	9.0091890e-141	1.1203856e-139	1.9284200e-140	5.3413720e-141	1.7793312e-141	6.1581429e-142	9.8600260e-143	5.3863512e-142	2.6409339e-142	1.0065116e-142	1.9096475e-143	2.5696519e-143	5.0896644e-143	3.1655994e-143	1.2531362e-143	1.2101005e-143	2.4548693e-144	9.1758405e+01
1.108e-03	8.6816420e+01	3.5295420e-01	9.0600368e-04	1.6145332e-04	6.1703990e-05	2.7785640e-05	1.0935416e-05	3.5865833e-06	9.8535485e-07	7.7604355e-10	2.2645592e-07	4.2956048e-08	6.5607917e-09	3.7130574e-12	1.0035291e-13	6.6734663e-11	8.0878066e-07	7.9875415e-08	2.0250984e-09	4.3426525e-10	8.1399000e-12	2.7426505e-14	8.2020438e-17	4.7563764e-19	9.9977046e-20	4.4049997e-20	9.9333159e-21	1.9946377e-21	2.2528498e-25	7.2628642e-22	2.6566052e-22	5.6644596e-24	1.3998358e-24	2.8398976e-25	4.6234680e-26	3.1263421e-29	8.9324064e-31	5.3058422e-28	5.3356334e-23	8.1884044e-25	2.3163410e-27	6.4584840e-30	4.4483580e-34	3.4010800e-32	1.6585554e-33	1.7022948e-35	4.4345928e-34	8.4059014e-33	5.9017148e-33	2.7412843e-35	1.3294619e-33	1.1802737e-33	4.1774541e-35	1.8111969e-41	5.4884767e-43	2.8924140e-40	7.9419587e-36	1.0067104e-37	2.4477678e-40	6.6102698e-43	1.4371122e-46	9.9733567e-46	3.7387458e-45	3.0044780e-47	1.2368640e-46	3.8306896e-46	7.8239988e-46	7.6675897e-46	6.4971492e-53	2.0141143e-51	3.0146313e-50	2.1099483e-46	9.4269161e-48	1.6888172e-48	1.8017229e-50	3.9102929e-53	1.0781395e-55	7.2292942e-59	4.6469041e-58	7.2404473e-58	1.5181722e-59	1.3330470e-64	5.3984022e-62	3.8656445e-63	5.4775847e-59	1.3387779e-58	1.6806631e-58	6.2883006e-59	3.7452774e-60	6.3629608e-61	5.9017086e-63	1.2092350e-65	3.6784236e-68	7.3954753e-71	3.1331253e-70	3.7326812e-72	7.6393192e-74	1.6000368e-71	2.1123526e-76	5.7032419e-75	4.7227668e-71	7.6548593e-71	4.0431078e-71	3.4181064e-72	5.5825557e-73	4.7325553e-75	9.9008782e-78	3.6083456e-80	2.7675046e-83	2.1001025e-82	4.2255939e-82	1.3131320e-83	4.7495402e-83	9.9642112e-88	2.4908994e-86	9.9969091e-83	7.6962520e-83	9.9088067e-84	1.5939101e-84	1.3262664e-86	3.1412027e-89	1.5156200e-91	3.5463239e-94	2.4412406e-93	2.6591336e-93	2.5286508e-98	5.8146116e-97	1.9935813e-94	5.4892159e-94	6.2860800e-94	1.3291000e-94	2.1904255e-95	1.9664026e-97	5.9895289e-100	4.2589397e-102	1.7869899e-103	1.2176587e-103	4.1527942e-108	8.7148270e-107	8.6151666e-106	1.9380311e-104	3.3177408e-104	1.2410692e-104	2.2266347e-105	2.4229582e-107	1.0975224e-109	1.2540282e-111	2.6842086e-114	1.2502244e-112	6.2595995e-113	7.5325483e-117	1.2567107e-114	1.7163172e-113	1.2069162e-113	2.5772342e-114	3.8772226e-116	3.0293805e-118	5.9900803e-120	3.7957445e-122	1.2027578e-120	5.2169160e-121	2.1975186e-124	2.8343819e-122	1.7187111e-121	4.9528128e-122	1.1768790e-123	1.8019934e-125	7.4675152e-127	8.4428004e-128	1.1908451e-127	1.7780289e-130	2.6259988e-129	4.4295025e-128	2.0409260e-128	8.5966810e-130	2.7860186e-131	2.3620002e-132	1.1184657e-133	6.3051383e-133	3.5117904e-135	2.1066240e-133	1.9400439e-133	1.5596550e-134	1.0741742e-135	1.7750641e-136	2.1178700e-137	6.0216280e-137	1.4018864e-138	3.6844700e-137	5.6988038e-138	8.0334725e-139	2.3941054e-139	7.1696752e-140	8.6311518e-141	1.0733511e-139	1.8334725e-140	5.0783855e-141	1.6917247e-141	5.8549432e-142	9.3745618e-143	5.1654276e-142	2.5325777e-142	9.6520896e-143	1.8312855e-143	2.4431339e-143	4.8390725e-143	3.0097397e-143	1.1914375e-143	1.1505207e-143	2.3541011e-144	8.7170548e+01
1.166e-03	8.6434729e+01	3.5077872e-01	8.9889937e-04	1.6013665e-04	6.1189943e-05	2.7553838e-05	1.0844364e-05	3.5567532e-06	9.7716283e-07	7.6959267e-10	2.2457344e-07	4.2598973e-08	6.5062550e-09	3.6821926e-12	9.9518723e-14	6.6179931e-11	8.0069368e-07	7.9026378e-08	2.0014827e-09	4.2903805e-10	8.0318852e-12	2.7022011e-14	8.0692522e-17	4.6740584e-19	9.8226980e-20	4.3277367e-20	9.7522907e-21	1.9585265e-21	2.2121172e-25	7.1314799e-22	2.6059538e-22	5.5575967e-24	1.3734298e-24	2.7863283e-25	4.5362555e-26	3.0673699e-29	8.7639144e-31	5.2057581e-28	5.2321495e-23	8.0212175e-25	2.2662306e-27	6.3112537e-30	4.3478057e-34	3.3204458e-32	1.6195208e-33	1.6622388e-35	4.3302347e-34	8.2072408e-33	5.7607396e-33	2.6760176e-35	1.2977818e-33	1.1515560e-33	4.0731960e-35	1.7662835e-41	5.3523755e-43	2.8206890e-40	7.7414972e-36	9.8045836e-38	2.3815271e-40	6.4252876e-43	1.3971138e-46	9.6957730e-46	3.6314579e-45	2.9186877e-47	1.2015403e-46	3.7212213e-46	7.5999932e-46	7.4469157e-46	6.3105159e-53	1.9562580e-51	2.9280347e-50	2.0485509e-46	9.1481327e-48	1.6384661e-48	1.7467884e-50	3.7879924e-53	1.0436425e-55	6.9988397e-59	4.4987698e-58	7.0048709e-58	1.4689426e-59	1.2898221e-64	5.2233555e-62	3.7402985e-63	5.2999114e-59	1.2953102e-58	1.6259363e-58	6.0821222e-59	3.6211561e-60	6.1507922e-61	5.7017322e-63	1.1675101e-65	3.5494633e-68	7.1368887e-71	3.0220245e-70	3.6006405e-72	7.3690884e-74	1.5434291e-71	2.0376249e-76	5.5014809e-75	4.5555964e-71	7.3834693e-71	3.8991488e-71	3.2955171e-72	5.3813855e-73	4.5599897e-75	9.5350648e-78	3.4735133e-80	2.6642937e-83	2.0217813e-82	4.0664591e-82	1.2637652e-83	4.5709386e-83	9.5895637e-88	2.3972433e-86	9.6206641e-83	7.4058389e-83	9.5330606e-84	1.5332405e-84	1.2753384e-86	3.0194111e-89	1.4563825e-91	3.4079203e-94	2.3459646e-93	2.5546469e-93	2.4294227e-98	5.5864373e-97	1.9153404e-94	5.2736894e-94	6.0388973e-94	1.2766632e-94	2.1037453e-95	1.8880736e-97	5.7492505e-100	4.0871159e-102	1.7149742e-103	1.1683573e-103	3.9848178e-108	8.3623205e-107	8.2666888e-106	1.8596210e-104	3.1834039e-104	1.1907082e-104	2.1360590e-105	2.3239105e-107	1.0524266e-109	1.2022981e-111	2.5735776e-114	1.1986929e-112	6.0007871e-113	7.2213266e-117	1.2047865e-114	1.6453734e-113	1.1569615e-113	2.4703489e-114	3.7158375e-116	2.9028276e-118	5.7391749e-120	3.6368577e-122	1.1524043e-120	4.9980784e-121	2.1053840e-124	2.7155427e-122	1.6465923e-121	4.7446540e-122	1.1272863e-123	1.7258711e-125	7.1515387e-127	8.0857176e-128	1.1404152e-127	1.7027574e-130	2.5148283e-129	4.2419171e-128	1.9543855e-128	8.2314882e-130	2.6674787e-131	2.2614030e-132	1.0708463e-133	6.0365069e-133	3.3621980e-135	2.0168777e-133	1.8573160e-133	1.4829233e-134	1.0213279e-135	1.6877368e-136	2.0136775e-137	5.7253840e-137	1.3329181e-138	3.5032081e-137	5.4184473e-138	7.6382631e-139	2.2763269e-139	6.8169614e-140	8.2065401e-141	1.0205476e-139	1.7565226e-140	4.8652008e-141	1.6206826e-141	5.6090665e-142	8.9808930e-143	4.9113178e-142	2.4079895e-142	9.1772628e-143	1.7411969e-143	2.3429740e-143	4.6406664e-143	2.8863345e-143	1.1425836e-143	1.1033444e-143	2.2382932e-144	8.6786672e+01
1.228e-03	8.5954446e+01	3.4819602e-01	8.9074177e-04	1.5863216e-04	6.0604096e-05	2.7289703e-05	1.0740588e-05	3.5227496e-06	9.6782422e-07	7.6223876e-10	2.2242744e-07	4.2191913e-08	6.4440839e-09	3.6470072e-12	9.8567763e-14	6.5547544e-11	7.9166724e-07	7.8084795e-08	1.9755361e-09	4.2331250e-10	7.9146510e-12	2.6587119e-14	7.9276203e-17	4.5867491e-19	9.6372543e-20	4.2458792e-20	9.5611050e-21	1.9203678e-21	2.1690703e-25	6.9926368e-22	2.5526567e-22	5.4450548e-24	1.3456203e-24	2.7299115e-25	4.4444071e-26	3.0052630e-29	8.5864662e-31	5.1003540e-28	5.1234116e-23	7.8462738e-25	2.2140404e-27	6.1585627e-30	4.2434519e-34	3.2370880e-32	1.5791434e-33	1.6208043e-35	4.2222858e-34	8.0018164e-33	5.6150919e-33	2.6085695e-35	1.2650451e-33	1.1219313e-33	3.9658706e-35	1.7200241e-41	5.2121954e-43	2.7468144e-40	7.5353309e-36	9.5353261e-38	2.3137989e-40	6.2366941e-43	1.3563155e-46	9.4126372e-46	3.5223145e-45	2.8313757e-47	1.1655905e-46	3.6098188e-46	7.3720673e-46	7.2224820e-46	6.1206711e-53	1.8974062e-51	2.8399481e-50	1.9861679e-46	8.8652805e-48	1.5874171e-48	1.6912050e-50	3.6645361e-53	1.0088934e-55	6.7666199e-59	4.3495008e-58	6.7679496e-58	1.4194160e-59	1.2463362e-64	5.0472521e-62	3.6141958e-63	5.1211712e-59	1.2515856e-58	1.5709014e-58	5.8749195e-59	3.4965476e-60	5.9379175e-61	5.5014078e-63	1.1257886e-65	3.4207224e-68	6.8786712e-71	2.9112434e-70	3.4689465e-72	7.0995665e-74	1.4869707e-71	1.9630938e-76	5.3002509e-75	4.3888760e-71	7.1128546e-71	3.7556656e-71	3.1734260e-72	5.1811337e-73	4.3884289e-75	9.1719026e-78	3.3398250e-80	2.5619362e-83	1.9441077e-82	3.9088124e-82	1.2148504e-83	4.3939778e-83	9.2183526e-88	2.3044462e-86	9.2479112e-83	7.1182058e-83	9.1611190e-84	1.4732110e-84	1.2249988e-86	2.8991620e-89	1.3979510e-91	3.2713756e-94	2.2519683e-93	2.4516474e-93	2.3315913e-98	5.3614748e-97	1.8382020e-94	5.0612110e-94	5.7952541e-94	1.2249979e-94	2.0183719e-95	1.7951073e-97	5.4662154e-100	3.8859371e-102	1.6305561e-103	1.1108531e-103	3.7886879e-108	7.9507330e-107	7.8598083e-106	1.7680924e-104	3.0267233e-104	1.1321074e-104	2.0309398e-105	2.2095609e-107	1.0006479e-109	1.1431519e-111	2.4469695e-114	1.1397228e-112	5.7056007e-113	6.8660936e-117	1.1455204e-114	1.5644348e-113	1.1000507e-113	2.3488393e-114	3.5330818e-116	2.7600708e-118	5.4569494e-120	3.4580113e-122	1.0957338e-120	4.7523056e-121	2.0018536e-124	2.5820084e-122	1.5656243e-121	4.5113543e-122	1.0718597e-123	1.6410180e-125	6.7999435e-127	7.6881907e-128	1.0843494e-127	1.6190447e-130	2.3911918e-129	4.0333733e-128	1.8583056e-128	7.8268335e-130	2.5363512e-131	2.1502395e-132	1.0182065e-133	5.7397733e-133	3.1969235e-135	1.9177349e-133	1.7660184e-133	1.4196754e-134	9.7772607e-136	1.6156450e-136	1.9276782e-137	5.4808121e-137	1.2759847e-138	3.3534723e-137	5.1866755e-138	7.3113620e-139	2.1788845e-139	6.5251620e-140	7.8552696e-141	9.7684612e-140	1.6701873e-140	4.6260706e-141	1.5410245e-141	5.3333755e-142	8.5394733e-143	4.7052486e-142	2.3069236e-142	8.7920323e-143	1.6681084e-143	2.2278149e-143	4.4125740e-143	2.7444689e-143	1.0864247e-143	1.0491142e-143	2.1443105e-144	8.6303796e+01
1.292e-03	8.1657028e+01	3.3079748e-01	8.4625854e-04	1.5071099e-04	5.7578062e-05	2.5927101e-05	1.0204296e-05	3.3468537e-06	9.1949932e-07	7.2417903e-10	2.1132131e-07	4.0085208e-08	6.1223211e-09	3.4649066e-12	9.3646126e-14	6.2274657e-11	7.5216135e-07	7.4189070e-08	1.8770115e-09	4.0220384e-10	7.5201576e-12	2.5262644e-14	7.5329098e-17	4.3584775e-19	9.1576686e-20	4.0345914e-20	9.0854458e-21	1.8248260e-21	2.0611541e-25	6.6447385e-22	2.4257073e-22	5.1742373e-24	1.2786940e-24	2.5941354e-25	4.2233581e-26	2.8557919e-29	8.1594059e-31	4.8466805e-28	4.8686474e-23	7.4562744e-25	2.1040467e-27	5.8527567e-30	4.0327239e-34	3.0764137e-32	1.5007558e-33	1.5403485e-35	4.0126943e-34	7.6046293e-33	5.3364065e-33	2.4790978e-35	1.2022574e-33	1.0662594e-33	3.7691349e-35	1.6346922e-41	4.9536139e-43	2.6105426e-40	7.1615741e-36	9.0625471e-38	2.1991289e-40	5.9277459e-43	1.2891224e-46	8.9463272e-46	3.3478907e-45	2.6911570e-47	1.1078669e-46	3.4310511e-46	7.0069930e-46	6.8648424e-46	5.8175821e-53	1.8034487e-51	2.6993170e-50	1.8878337e-46	8.4264726e-48	1.5088541e-48	1.6075340e-50	3.4833101e-53	9.5901890e-56	6.4320911e-59	4.1344698e-58	6.4334770e-58	1.3492640e-59	1.1847384e-64	4.7978010e-62	3.4355709e-63	4.8680683e-59	1.1897298e-58	1.4932684e-58	5.5846218e-59	3.3238076e-60	5.6446015e-61	5.2297357e-63	1.0702143e-65	3.2519145e-68	6.5391992e-71	2.7676127e-70	3.2977916e-72	6.7492798e-74	1.4136051e-71	1.8662365e-76	5.0387414e-75	4.1723355e-71	6.7619295e-71	3.5703908e-71	3.0168997e-72	4.9256070e-73	4.1720531e-75	8.7198080e-78	3.1752449e-80	2.4356830e-83	1.8483013e-82	3.7162307e-82	1.1549938e-83	4.1774845e-83	8.7641589e-88	2.1909048e-86	8.7922722e-83	6.7675190e-83	8.7098421e-84	1.4006477e-84	1.1646741e-86	2.7564281e-89	1.3291403e-91	3.1103441e-94	2.1411165e-93	2.3309884e-93	2.2168369e-98	5.0975978e-97	1.7477311e-94	4.8121160e-94	5.5100436e-94	1.1647158e-94	1.9190562e-95	1.7218916e-97	5.2418176e-100	3.7255827e-102	1.5633383e-103	1.0648633e-103	3.6319750e-108	7.6218639e-107	7.5346980e-106	1.6949422e-104	2.9014106e-104	1.0851424e-104	1.9464982e-105	2.1172790e-107	9.5866016e-110	1.0950120e-111	2.3440047e-114	1.0917626e-112	5.4648229e-113	6.5765313e-117	1.0972100e-114	1.4984321e-113	1.0535835e-113	2.2494419e-114	3.3830750e-116	2.6424974e-118	5.2239303e-120	3.3104380e-122	1.0489666e-120	4.5491082e-121	1.9162980e-124	2.4716553e-122	1.4986626e-121	4.3181228e-122	1.0258399e-123	1.5704036e-125	6.5068965e-127	7.3569998e-128	1.0375842e-127	1.5492402e-130	2.2880957e-129	3.8594205e-128	1.7780683e-128	7.4883260e-130	2.4264974e-131	2.0570264e-132	9.7408041e-134	5.4908725e-133	3.0583148e-135	1.8345795e-133	1.6893760e-133	1.3499563e-134	9.2971154e-136	1.5363041e-136	1.8330137e-137	5.2116612e-137	1.2133238e-138	3.1887923e-137	4.9319747e-138	6.9523275e-139	2.0718878e-139	6.2047357e-140	7.4695265e-141	9.2887714e-140	1.5986971e-140	4.4280177e-141	1.4750281e-141	5.1049630e-142	8.1737644e-143	4.4741961e-142	2.1936418e-142	8.3602987e-143	1.5861958e-143	2.1343960e-143	4.2275236e-143	2.6293712e-143	1.0408598e-143	1.0051140e-143	2.0524014e-144	8.1988922e+01
